Municipio,Indicador11,Año,Sexo,Grupo_Etareo,Valor
Abejorral,Tasa de intento de suicidio,2023,Masculino,Total,206.52
Abejorral,Tasa de intento de suicidio,2009,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2018,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2019,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2023,Total,De 0 a 04 años,0
Abejorral,Tasa de intento de suicidio,2009,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 05 a 09 años,123.99
Abejorral,Tasa de intento de suicidio,2018,Total,De 05 a 09 años,62.23
Abejorral,Tasa de intento de suicidio,2019,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 05 a 09 años,0
Abejorral,Tasa de intento de suicidio,2023,Total,De 05 a 09 años,69.59
Abejorral,Tasa de intento de suicidio,2009,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 10 a 14 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 10 a 14 años,516.13
Abejorral,Tasa de intento de suicidio,2017,Total,De 10 a 14 años,587.47
Abejorral,Tasa de intento de suicidio,2018,Total,De 10 a 14 años,660.07
Abejorral,Tasa de intento de suicidio,2019,Total,De 10 a 14 años,123.15
Abejorral,Tasa de intento de suicidio,2020,Total,De 10 a 14 años,124.46
Abejorral,Tasa de intento de suicidio,2021,Total,De 10 a 14 años,61.96
Abejorral,Tasa de intento de suicidio,2022,Total,De 10 a 14 años,444.44
Abejorral,Tasa de intento de suicidio,2023,Total,De 10 a 14 años,829.61
Abejorral,Tasa de intento de suicidio,2009,Total,De 15 a 19 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 15 a 19 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 15 a 19 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 15 a 19 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 15 a 19 años,60.17
Abejorral,Tasa de intento de suicidio,2014,Total,De 15 a 19 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 15 a 19 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 15 a 19 años,456.03
Abejorral,Tasa de intento de suicidio,2017,Total,De 15 a 19 años,665.78
Abejorral,Tasa de intento de suicidio,2018,Total,De 15 a 19 años,814.11
Abejorral,Tasa de intento de suicidio,2019,Total,De 15 a 19 años,424.24
Abejorral,Tasa de intento de suicidio,2020,Total,De 15 a 19 años,431.57
Abejorral,Tasa de intento de suicidio,2021,Total,De 15 a 19 años,556.93
Abejorral,Tasa de intento de suicidio,2022,Total,De 15 a 19 años,578.41
Abejorral,Tasa de intento de suicidio,2023,Total,De 15 a 19 años,587.47
Abejorral,Tasa de intento de suicidio,2009,Total,De 20 a 24 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 20 a 24 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 20 a 24 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 20 a 24 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 20 a 24 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 20 a 24 años,61.5
Abejorral,Tasa de intento de suicidio,2015,Total,De 20 a 24 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 20 a 24 años,64.02
Abejorral,Tasa de intento de suicidio,2017,Total,De 20 a 24 años,393.96
Abejorral,Tasa de intento de suicidio,2018,Total,De 20 a 24 años,337.38
Abejorral,Tasa de intento de suicidio,2019,Total,De 20 a 24 años,487.8
Abejorral,Tasa de intento de suicidio,2020,Total,De 20 a 24 años,282.29
Abejorral,Tasa de intento de suicidio,2021,Total,De 20 a 24 años,282.29
Abejorral,Tasa de intento de suicidio,2022,Total,De 20 a 24 años,214.44
Abejorral,Tasa de intento de suicidio,2023,Total,De 20 a 24 años,510.2
Abejorral,Tasa de intento de suicidio,2009,Total,De 25 a 29 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 25 a 29 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 25 a 29 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 25 a 29 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 25 a 29 años,75.53
Abejorral,Tasa de intento de suicidio,2014,Total,De 25 a 29 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 25 a 29 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 25 a 29 años,134.23
Abejorral,Tasa de intento de suicidio,2017,Total,De 25 a 29 años,133.96
Abejorral,Tasa de intento de suicidio,2018,Total,De 25 a 29 años,135.41
Abejorral,Tasa de intento de suicidio,2019,Total,De 25 a 29 años,645.68
Abejorral,Tasa de intento de suicidio,2020,Total,De 25 a 29 años,404.86
Abejorral,Tasa de intento de suicidio,2021,Total,De 25 a 29 años,241.16
Abejorral,Tasa de intento de suicidio,2022,Total,De 25 a 29 años,303.49
Abejorral,Tasa de intento de suicidio,2023,Total,De 25 a 29 años,683.37
Abejorral,Tasa de intento de suicidio,2009,Total,De 30 a 34 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 30 a 34 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 30 a 34 años,88.97
Abejorral,Tasa de intento de suicidio,2012,Total,De 30 a 34 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 30 a 34 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 30 a 34 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 30 a 34 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 30 a 34 años,94.7
Abejorral,Tasa de intento de suicidio,2017,Total,De 30 a 34 años,177.46
Abejorral,Tasa de intento de suicidio,2018,Total,De 30 a 34 años,246.91
Abejorral,Tasa de intento de suicidio,2019,Total,De 30 a 34 años,160.9
Abejorral,Tasa de intento de suicidio,2020,Total,De 30 a 34 años,161.29
Abejorral,Tasa de intento de suicidio,2021,Total,De 30 a 34 años,79.43
Abejorral,Tasa de intento de suicidio,2022,Total,De 30 a 34 años,146.41
Abejorral,Tasa de intento de suicidio,2023,Total,De 30 a 34 años,286.94
Abejorral,Tasa de intento de suicidio,2009,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 35 a 39 años,93.28
Abejorral,Tasa de intento de suicidio,2017,Total,De 35 a 39 años,292.97
Abejorral,Tasa de intento de suicidio,2018,Total,De 35 a 39 años,205.34
Abejorral,Tasa de intento de suicidio,2019,Total,De 35 a 39 años,283.29
Abejorral,Tasa de intento de suicidio,2020,Total,De 35 a 39 años,283.89
Abejorral,Tasa de intento de suicidio,2021,Total,De 35 a 39 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 35 a 39 años,132.01
Abejorral,Tasa de intento de suicidio,2023,Total,De 35 a 39 años,130.04
Abejorral,Tasa de intento de suicidio,2009,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 40 a 44 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 40 a 44 años,288.18
Abejorral,Tasa de intento de suicidio,2018,Total,De 40 a 44 años,94.43
Abejorral,Tasa de intento de suicidio,2019,Total,De 40 a 44 años,147.71
Abejorral,Tasa de intento de suicidio,2020,Total,De 40 a 44 años,145.35
Abejorral,Tasa de intento de suicidio,2021,Total,De 40 a 44 años,140.55
Abejorral,Tasa de intento de suicidio,2022,Total,De 40 a 44 años,129.62
Abejorral,Tasa de intento de suicidio,2023,Total,De 40 a 44 años,62.97
Abejorral,Tasa de intento de suicidio,2009,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2018,Total,De 45 a 49 años,99.7
Abejorral,Tasa de intento de suicidio,2019,Total,De 45 a 49 años,81.17
Abejorral,Tasa de intento de suicidio,2020,Total,De 45 a 49 años,164.61
Abejorral,Tasa de intento de suicidio,2021,Total,De 45 a 49 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 45 a 49 años,79.3
Abejorral,Tasa de intento de suicidio,2023,Total,De 45 a 49 años,155.28
Abejorral,Tasa de intento de suicidio,2009,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 50 a 54 años,88.89
Abejorral,Tasa de intento de suicidio,2018,Total,De 50 a 54 años,184.16
Abejorral,Tasa de intento de suicidio,2019,Total,De 50 a 54 años,159.11
Abejorral,Tasa de intento de suicidio,2020,Total,De 50 a 54 años,161.42
Abejorral,Tasa de intento de suicidio,2021,Total,De 50 a 54 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 50 a 54 años,163.93
Abejorral,Tasa de intento de suicidio,2023,Total,De 50 a 54 años,83.13
Abejorral,Tasa de intento de suicidio,2009,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 55 a 59 años,82.71
Abejorral,Tasa de intento de suicidio,2018,Total,De 55 a 59 años,85.54
Abejorral,Tasa de intento de suicidio,2019,Total,De 55 a 59 años,77.46
Abejorral,Tasa de intento de suicidio,2020,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 55 a 59 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 55 a 59 años,72.57
Abejorral,Tasa de intento de suicidio,2023,Total,De 55 a 59 años,432.9
Abejorral,Tasa de intento de suicidio,2009,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 60 a 64 años,96.43
Abejorral,Tasa de intento de suicidio,2017,Total,De 60 a 64 años,93.72
Abejorral,Tasa de intento de suicidio,2018,Total,De 60 a 64 años,91.83
Abejorral,Tasa de intento de suicidio,2019,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 60 a 64 años,74.24
Abejorral,Tasa de intento de suicidio,2023,Total,De 60 a 64 años,0
Abejorral,Tasa de intento de suicidio,2009,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2018,Total,De 65 a 69 años,125.94
Abejorral,Tasa de intento de suicidio,2019,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2023,Total,De 65 a 69 años,0
Abejorral,Tasa de intento de suicidio,2009,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2018,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2019,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2023,Total,De 70 a 74 años,0
Abejorral,Tasa de intento de suicidio,2009,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2018,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2019,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2023,Total,De 75 a 79 años,0
Abejorral,Tasa de intento de suicidio,2009,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2010,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2011,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2012,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2013,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2014,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2015,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2016,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2017,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2018,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2019,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2020,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2021,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2022,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2023,Total,De 80 años o más,0
Abejorral,Tasa de intento de suicidio,2009,Total,Total,0
Abejorral,Tasa de intento de suicidio,2010,Total,Total,0
Abejorral,Tasa de intento de suicidio,2011,Total,Total,5.08
Abejorral,Tasa de intento de suicidio,2012,Total,Total,0
Abejorral,Tasa de intento de suicidio,2013,Total,Total,10.27
Abejorral,Tasa de intento de suicidio,2014,Total,Total,5.16
Abejorral,Tasa de intento de suicidio,2015,Total,Total,0
Abejorral,Tasa de intento de suicidio,2016,Total,Total,109.4
Abejorral,Tasa de intento de suicidio,2017,Total,Total,209.47
Abejorral,Tasa de intento de suicidio,2018,Total,Total,221.16
Abejorral,Tasa de intento de suicidio,2019,Total,Total,177.71
Abejorral,Tasa de intento de suicidio,2020,Total,Total,147.88
Abejorral,Tasa de intento de suicidio,2021,Total,Total,97.08
Abejorral,Tasa de intento de suicidio,2022,Total,Total,0
Abejorral,Tasa de intento de suicidio,2023,Total,Total,258.25
Alejandria,Tasa de intento de suicidio,2009,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2010,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2011,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2012,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2013,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2014,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2015,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2016,Femenino,Total,116.69
Alejandria,Tasa de intento de suicidio,2017,Femenino,Total,59.14
Alejandria,Tasa de intento de suicidio,2018,Femenino,Total,0
Alejandria,Tasa de intento de suicidio,2019,Femenino,Total,85.29
Alejandria,Tasa de intento de suicidio,2020,Femenino,Total,42.37
Alejandria,Tasa de intento de suicidio,2021,Femenino,Total,83.44
Alejandria,Tasa de intento de suicidio,2022,Femenino,Total,81.43
Alejandria,Tasa de intento de suicidio,2023,Femenino,Total,121.56
Alejandria,Tasa de intento de suicidio,2009,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2010,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2011,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2012,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2013,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2014,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2015,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2016,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2017,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2018,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2019,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2020,Masculino,Total,42.77
Alejandria,Tasa de intento de suicidio,2021,Masculino,Total,42.12
Alejandria,Tasa de intento de suicidio,2022,Masculino,Total,41.36
Alejandria,Tasa de intento de suicidio,2023,Masculino,Total,0
Alejandria,Tasa de intento de suicidio,2009,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2010,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2011,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2012,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2013,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2014,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2015,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2016,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2017,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2018,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2019,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2020,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2021,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2022,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2023,Total,De 0 a 04 años,0
Alejandria,Tasa de intento de suicidio,2009,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2010,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2011,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2012,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2013,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2014,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2015,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2016,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2017,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2018,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2019,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2020,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2021,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2022,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2023,Total,De 05 a 09 años,0
Alejandria,Tasa de intento de suicidio,2009,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2010,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2011,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2012,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2013,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2014,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2015,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2016,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2017,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2018,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2019,Total,De 10 a 14 años,283.29
Alejandria,Tasa de intento de suicidio,2020,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2021,Total,De 10 a 14 años,0
Alejandria,Tasa de intento de suicidio,2022,Total,De 10 a 14 años,286.53
Alejandria,Tasa de intento de suicidio,2023,Total,De 10 a 14 años,576.37
Alejandria,Tasa de intento de suicidio,2009,Total,De 15 a 19 años,0
Alejandria,Tasa de intento de suicidio,2010,Total,De 15 a 19 años,0
Alejandria,Tasa de intento de suicidio,2011,Total,De 15 a 19 años,0
Alejandria,Tasa de intento de suicidio,2012,Total,De 15 a 19 años,0
Alejandria,Tasa de intento de suicidio,2013,Total,De 15 a 19 años,0
Alejandria,Tasa de intento de suicidio,2014,Total,De 15 a 19 años,0
