Municipio,Indicador11,Año,Sexo,Grupo_Etareo,Valor
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 10 a 14 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 10 a 14 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 10 a 14 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 15 a 19 años,0.1
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 15 a 19 años,0.09
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 15 a 19 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 15 a 19 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 20 a 24 años,0.21
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 20 a 24 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 20 a 24 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 25 a 29 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 25 a 29 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 30 a 34 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 30 a 34 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 35 a 39 años,0.12
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 35 a 39 años,0.12
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 35 a 39 años,0.2
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 35 a 39 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 35 a 39 años,0.09
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 35 a 39 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 40 a 44 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 40 a 44 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 40 a 44 años,0.11
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 45 a 49 años,0.26
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 45 a 49 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 45 a 49 años,0.08
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 45 a 49 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 50 a 54 años,0.13
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 50 a 54 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 50 a 54 años,NA
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 50 a 54 años,0.08
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 50 a 54 años,0.26
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 55 a 59 años,0.27
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 55 a 59 años,0.12
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 55 a 59 años,0.09
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 55 a 59 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 55 a 59 años,0.14
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 55 a 59 años,0.15
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 55 a 59 años,0.11
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 60 a 64 años,0.25
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 60 a 64 años,0.2
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 60 a 64 años,0.14
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 60 a 64 años,0.15
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 60 a 64 años,0.13
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 60 a 64 años,0.18
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 60 a 64 años,0.17
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 60 a 64 años,0.52
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 60 a 64 años,0.31
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 60 a 64 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 65 a 69 años,0.29
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 65 a 69 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 65 a 69 años,0.22
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 65 a 69 años,0.3
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 65 a 69 años,0.37
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 65 a 69 años,0.08
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 65 a 69 años,0.18
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 65 a 69 años,0.27
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 65 a 69 años,0.19
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 65 a 69 años,0.15
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 65 a 69 años,0.34
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 65 a 69 años,0.56
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 65 a 69 años,0.37
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 65 a 69 años,0.54
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 65 a 69 años,0.17
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 65 a 69 años,0.22
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 70 a 74 años,0.67
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 70 a 74 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 70 a 74 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 70 a 74 años,0.19
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 70 a 74 años,0.45
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 70 a 74 años,0.55
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 70 a 74 años,0.83
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 70 a 74 años,0.32
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 70 a 74 años,0.85
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 70 a 74 años,0.19
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 70 a 74 años,0.14
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 70 a 74 años,0.23
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 70 a 74 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 70 a 74 años,0.87
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 70 a 74 años,0.78
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 70 a 74 años,0.28
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 75 a 79 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 75 a 79 años,0.36
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 75 a 79 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 75 a 79 años,0.24
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 75 a 79 años,0.29
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 75 a 79 años,0.57
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 75 a 79 años,0.57
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 75 a 79 años,0
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 75 a 79 años,0.28
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 75 a 79 años,0.24
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 75 a 79 años,0.51
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 75 a 79 años,0.87
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 75 a 79 años,1.1
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 75 a 79 años,1.47
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 75 a 79 años,1.3
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 75 a 79 años,0.8
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,De 80 años o más,1.02
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,De 80 años o más,2.14
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,De 80 años o más,0.91
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,De 80 años o más,1.16
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,De 80 años o más,0.25
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,De 80 años o más,0.92
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,De 80 años o más,1.66
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,De 80 años o más,0.3
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,De 80 años o más,0.99
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,De 80 años o más,1.52
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,De 80 años o más,2.48
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,De 80 años o más,1.65
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,De 80 años o más,2.42
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,De 80 años o más,3.16
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,De 80 años o más,1.33
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,De 80 años o más,1.9
Abejorral,Porcentaje de personas atendidas por demencia,2009,Total,TOTAL,0.06
Abejorral,Porcentaje de personas atendidas por demencia,2010,Total,TOTAL,0.06
Abejorral,Porcentaje de personas atendidas por demencia,2011,Total,TOTAL,0.05
Abejorral,Porcentaje de personas atendidas por demencia,2012,Total,TOTAL,0.08
Abejorral,Porcentaje de personas atendidas por demencia,2013,Total,TOTAL,0.08
Abejorral,Porcentaje de personas atendidas por demencia,2014,Total,TOTAL,0.08
Abejorral,Porcentaje de personas atendidas por demencia,2015,Total,TOTAL,0.14
Abejorral,Porcentaje de personas atendidas por demencia,2016,Total,TOTAL,0.06
Abejorral,Porcentaje de personas atendidas por demencia,2017,Total,TOTAL,0.11
Abejorral,Porcentaje de personas atendidas por demencia,2018,Total,TOTAL,0.09
Abejorral,Porcentaje de personas atendidas por demencia,2019,Total,TOTAL,0.18
Abejorral,Porcentaje de personas atendidas por demencia,2020,Total,TOTAL,0.16
Abejorral,Porcentaje de personas atendidas por demencia,2021,Total,TOTAL,0.2
Abejorral,Porcentaje de personas atendidas por demencia,2022,Total,TOTAL,0.38
Abejorral,Porcentaje de personas atendidas por demencia,2023,Total,TOTAL,0.25
Abejorral,Porcentaje de personas atendidas por demencia,2024,Total,TOTAL,0.17
Alejandria,Porcentaje de personas atendidas por demencia,2009,Femenino,TOTAL,0
Alejandria,Porcentaje de personas atendidas por demencia,2010,Femenino,TOTAL,0
Alejandria,Porcentaje de personas atendidas por demencia,2011,Femenino,TOTAL,0
Alejandria,Porcentaje de personas atendidas por demencia,2012,Femenino,TOTAL,0
Alejandria,Porcentaje de personas atendidas por demencia,2013,Femenino,TOTAL,0.08
Alejandria,Porcentaje de personas atendidas por demencia,2014,Femenino,TOTAL,0.16
Alejandria,Porcentaje de personas atendidas por demencia,2015,Femenino,TOTAL,0.19
Alejandria,Porcentaje de personas atendidas por demencia,2016,Femenino,TOTAL,0.18
Alejandria,Porcentaje de personas atendidas por demencia,2017,Femenino,TOTAL,0
