Indicador1,Ano,Numerador1,Denominador,Valor1
Tasa de años de vida potencialmente perdidos por trastornos mentales y del comportamiento,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por trastornos mentales y del comportamiento,2022,7,37.850,"19,68"
Tasa de años de vida potencialmente perdidos por trastornos mentales y del comportamiento,2023,41,38.203,"106,38"
Tasa de años de vida potencialmente perdidos por trastornos mentales y del comportamiento,2024,7,38.520,"19,34"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2009,,37.452,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2010,,37.116,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2011,7,36.781,"20,26"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2012,,36.445,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2013,,36.104,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2014,7,35.750,"20,84"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2015,,35.405,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2016,,35.056,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2017,,34.696,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2018,,34.339,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2019,16,36.394,"44,51"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2020,,36.625,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2021,,37.193,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2022,7,37.850,"19,68"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2023,,38.203,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",2024,7,38.520,"19,34"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2023,41,38.203,"106,38"
Tasa de años de vida potencialmente perdidos por  Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,2024,,38.520,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2009,,37.452,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2010,,37.116,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2011,,36.781,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2012,,36.445,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2013,,36.104,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2014,,35.750,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2015,,35.405,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2016,,35.056,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2017,,34.696,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2018,,34.339,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2019,,36.394,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2020,,36.625,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2021,,37.193,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2022,,37.850,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2023,,38.203,"0,00"
"Tasa de años de vida potencialmente perdidos por  Esquizofrenia, trastornos esquizotípicos y trastornos delirantes",2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2023,,38.203,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del humor [afectivos] ,2024,,38.520,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2009,,37.452,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2010,,37.116,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2011,,36.781,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2012,,36.445,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2013,,36.104,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2014,,35.750,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2015,,35.405,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2016,,35.056,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2017,,34.696,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2018,,34.339,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2019,,36.394,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2020,,36.625,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2021,,37.193,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2022,,37.850,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2023,,38.203,"0,00"
"Tasa de años de vida potencialmente perdidos por  Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2023,,38.203,"0,00"
Tasa de años de vida potencialmente perdidos por  Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2023,,38.203,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos de la personalidad y del comportamiento en adultos,2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2023,,38.203,"0,00"
Tasa de años de vida potencialmente perdidos por  Retraso mental,2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2023,,38.203,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos del desarrollo psicológico,2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2021,,37.193,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2022,,37.850,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2023,,38.203,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2024,,38.520,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2009,,37.452,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2010,,37.116,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2011,,36.781,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2012,,36.445,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2013,,36.104,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2014,,35.750,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2015,,35.405,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2016,,35.056,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2017,,34.696,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2018,,34.339,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2019,,36.394,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2020,,36.625,"0,00"
Tasa de años de vida potencialmente perdidos por  Trastorno mental no especificado,2021,,37.193,"0,00"
